Player,School,Conf,G,Cmp,Att,Pct,Yds,Y/A,AY/A,TD,Int,Rate,Att_R,Yds_R,Avg_R,TD_R,Year
Shane Carden,East Carolina,CUSA,13,387,549,70.5,4139,7.5,7.9,33,10,150.0,90,103,1.1,10,2013
Taylor Kelly,Arizona State,Pac-12,14,302,484,62.4,3635,7.5,7.6,28,12,139.6,173,608,3.5,9,2013
Christian Hackenberg,Penn State,Big Ten,12,231,392,58.9,2955,7.5,7.4,20,10,134.0,49,-68,-1.4,4,2013
Davis Webb,Texas Tech,Big 12,10,226,361,62.6,2718,7.5,7.5,20,9,139.1,25,-12,-0.5,0,2013
Cody Fajardo,Nevada,MWC,10,243,358,67.9,2668,7.5,7.8,13,3,140.8,141,621,4.4,8,2013
Adam Kennedy,Arkansas State,Sun Belt,13,218,315,69.2,2363,7.5,7.3,11,6,139.9,153,524,3.4,4,2013
Cooper Rush,Central Michigan,MAC,11,177,312,56.7,2349,7.5,6.3,15,15,126.2,38,-84,-2.2,1,2013
Clint Chelf,Oklahoma State,Big 12,12,164,291,56.4,2169,7.5,7.4,17,8,132.7,63,369,5.9,7,2013
Grant Hedrick,Boise State,MWC,13,167,242,69.0,1825,7.5,7.9,16,5,150.0,68,277,4.1,6,2013
Derek Thompson,North Texas,CUSA,13,251,390,64.4,2896,7.4,6.7,16,13,133.6,64,157,2.5,3,2013
Joel Stave,Wisconsin,Big Ten,13,208,336,61.9,2494,7.4,7.0,22,13,138.1,37,-22,-0.6,1,2013
Connor Cook,Michigan State,Big Ten,14,223,380,58.7,2755,7.3,7.7,22,6,135.5,69,76,1.1,1,2013
Dak Prescott,Mississippi State,SEC,11,156,267,58.4,1940,7.3,6.8,10,7,126.6,134,829,6.2,13,2013
Jaquez Johnson,Florida Atlantic,CUSA,11,149,256,58.2,1876,7.3,6.9,12,8,129.0,172,772,4.5,10,2013
Brett Smith,Wyoming,MWC,12,293,467,62.7,3375,7.2,7.4,29,11,139.2,125,573,4.6,4,2013
Logan Thomas,Virginia Tech,ACC,13,227,402,56.5,2907,7.2,6.5,15,13,123.1,162,344,2.1,4,2013
Jordan Lynch,Northern Illinois,MAC,14,253,404,62.6,2892,7.2,7.5,24,8,138.4,292,1920,6.6,23,2013
Eric Soza,UTSA,CUSA,12,236,377,62.6,2719,7.2,6.5,12,11,127.9,97,369,3.8,7,2013
Taylor McHargue,Rice,CUSA,14,169,324,52.2,2345,7.2,7.2,17,8,125.3,157,464,3.0,5,2013
Trevor Siemian,Northwestern,Big Ten,12,178,298,59.7,2149,7.2,6.6,11,9,126.4,48,33,0.7,0,2013
Logan Kilgore,Middle Tennessee State,CUSA,13,216,355,60.8,2507,7.1,6.3,16,13,127.7,35,20,0.6,2,2013
Andrew McDonald,New Mexico State,Ind,12,233,350,66.6,2497,7.1,6.6,15,11,134.4,104,256,2.5,4,2013
Gary Nova,Rutgers,American,10,165,303,54.5,2159,7.1,6.2,18,14,124.7,50,-93,-1.9,1,2013
Blake Bell,Oklahoma,Big 12,11,140,233,60.1,1648,7.1,7.1,12,5,132.2,75,255,3.4,0,2013
Garrett Gilbert,SMU,American,10,335,504,66.5,3528,7.0,7.2,21,7,136.2,83,267,3.2,6,2013
John O'Korn,Houston,American,13,259,446,58.1,3117,7.0,7.2,28,10,133.0,77,104,1.4,1,2013
Joe Licata,Buffalo,MAC,13,233,402,58.0,2824,7.0,7.3,24,8,132.7,34,-64,-1.9,1,2013
Anthony Boone,Duke,ACC,11,206,322,64.0,2260,7.0,6.0,13,13,128.2,66,214,3.2,5,2013
Terrance Owens,Toledo,MAC,12,191,318,60.1,2230,7.0,6.9,18,9,132.0,48,164,3.4,2,2013
Philip Nelson,Minnesota,Big Ten,12,94,186,50.5,1306,7.0,6.5,9,6,119.0,93,364,3.9,6,2013
Maxwell Smith,Kentucky,SEC,9,105,183,57.4,1276,7.0,7.7,9,1,131.1,30,-92,-3.1,0,2013
Ronnie Bell,Georgia State,Sun Belt,12,188,375,50.1,2573,6.9,6.3,15,11,115.1,80,113,1.4,3,2013
Jake Rudock,Iowa,Big Ten,13,204,346,59.0,2383,6.9,6.2,18,13,126.5,67,218,3.3,5,2013
Tyler Benz,Eastern Michigan,MAC,11,129,217,59.4,1497,6.9,6.0,10,9,124.3,44,4,0.1,0,2013
Taysom Hill,Brigham Young,Ind,13,236,438,53.9,2938,6.7,6.1,19,14,118.1,246,1344,5.5,10,2013
Caleb Herring,UNLV,MWC,13,256,405,63.2,2718,6.7,7.3,24,5,136.7,127,346,2.7,5,2013
Pete Thomas,North Carolina State,ACC,9,149,247,60.3,1667,6.7,5.4,4,9,115.1,72,163,2.3,2,2013
Jared Goff,California,Pac-12,12,320,531,60.3,3508,6.6,6.4,18,10,123.2,59,-62,-1.1,1,2013
B.J. Denker,Arizona,Pac-12,13,233,381,61.2,2516,6.6,6.6,16,7,126.8,181,949,5.2,13,2013
Connor Halliday,Washington State,Pac-12,13,449,714,62.9,4597,6.4,6.0,34,22,126.5,50,-177,-3.5,0,2013
Nick Mullens,Southern Mississippi,CUSA,9,136,276,49.3,1776,6.4,5.1,13,14,108.7,40,-103,-2.6,2,2013
Zach Terrell,Western Michigan,MAC,9,133,251,53.0,1602,6.4,5.6,8,8,110.7,42,0,0.0,0,2013
Sam B. Richardson,Iowa State,Big 12,11,121,220,55.0,1397,6.4,5.9,11,7,118.5,101,356,3.5,2,2013
Kolton Browning,Louisiana-Monroe,Sun Belt,10,200,352,56.8,2179,6.2,6.4,21,8,124.0,98,229,2.3,2,2013
Colin Reardon,Kent State,MAC,11,186,316,58.9,1957,6.2,5.7,12,9,117.7,88,336,3.8,2,2013
Kyle Pohl,Akron,MAC,12,225,402,56.0,2438,6.1,5.6,14,10,113.4,72,96,1.3,3,2013
Ryan Higgins,Louisiana Tech,CUSA,9,166,281,59.1,1715,6.1,4.4,6,13,108.1,62,19,0.3,3,2013
Terrel Hunt,Syracuse,ACC,12,167,273,61.2,1632,6.0,5.4,10,8,117.6,107,500,4.7,7,2013
Brandon Allen,Arkansas,SEC,11,128,258,49.6,1552,6.0,5.3,13,10,109.0,29,29,1.0,1,2013
Tanner Price,Wake Forest,ACC,12,206,378,54.5,2233,5.9,5.4,13,10,110.2,123,240,2.0,5,2013
Paxton Lynch,Memphis,American,12,203,349,58.2,2056,5.9,5.1,9,10,110.4,88,127,1.4,2,2013
Case McCoy,Texas,Big 12,13,187,329,56.8,1933,5.9,4.8,11,13,109.3,27,-1,0.0,3,2013
Nick Montana,Tulane,CUSA,11,158,296,53.4,1717,5.8,5.2,14,10,111.0,45,4,0.1,0,2013
Jake Heaps,Kansas,Big 12,11,128,261,49.0,1414,5.4,4.3,8,10,97.0,40,-162,-4.1,1,2013
A.J. Doyle,Massachusetts,MAC,11,128,235,54.5,1274,5.4,3.8,6,11,99.1,65,151,2.3,0,2013
David Watford,Virginia,ACC,12,244,427,57.1,2202,5.2,4.0,8,15,99.6,104,208,2.0,3,2013
Marcus Mariota,Oregon,Pac-12,15,304,445,68.3,4454,10.0,11.5,42,4,181.7,135,770,5.7,15,2014
Garrett Grayson,Colorado State,MWC,13,270,420,64.3,4006,9.5,10.3,32,7,166.2,57,-46,-0.8,0,2014
Zach Terrell,Western Michigan,MAC,13,250,368,67.9,3443,9.4,9.5,26,10,164.4,78,264,3.4,3,2014
Bryce Petty,Baylor,Big 12,12,270,428,63.1,3855,9.0,9.6,29,7,157.8,84,101,1.2,6,2014
J.T. Barrett,Ohio State,Big Ten,12,203,314,64.6,2834,9.0,9.8,34,10,169.8,171,938,5.5,11,2014
Grant Hedrick,Boise State,MWC,14,294,415,70.8,3696,8.9,8.5,23,14,157.2,155,592,3.8,8,2014
Blake Sims,Alabama,SEC,14,252,391,64.5,3487,8.9,9.2,28,10,157.9,83,350,4.2,7,2014
Brandon Doughty,Western Kentucky,CUSA,13,375,552,67.9,4830,8.8,9.7,49,10,167.1,39,-52,-1.3,2,2014
Jake Waters,Kansas State,Big 12,13,262,397,66.0,3501,8.8,9.1,22,7,154.8,154,484,3.1,9,2014
Connor Cook,Michigan State,Big Ten,13,212,365,58.1,3214,8.8,9.1,24,8,149.4,51,80,1.6,2,2014
Rakeem Cato,Marshall,CUSA,14,267,451,59.2,3903,8.7,9.1,40,13,155.4,94,482,5.1,8,2014
Dak Prescott,Mississippi State,SEC,13,244,396,61.6,3449,8.7,8.8,27,11,151.7,210,986,4.7,14,2014
Gary Nova,Rutgers,Big Ten,13,187,327,57.2,2851,8.7,8.4,22,12,145.3,45,-5,-0.1,3,2014
Driphus Jackson,Rice,CUSA,13,191,331,57.7,2842,8.6,8.9,24,8,148.9,121,401,3.3,1,2014
Nick Marshall,Auburn,SEC,13,178,293,60.8,2532,8.6,8.9,20,7,151.1,153,798,5.2,11,2014
Cody Kessler,USC,Pac-12,13,315,452,69.7,3826,8.5,9.7,39,5,167.1,55,-152,-2.8,2,2014
Brad Kaaya,Miami (FL),ACC,13,221,378,58.5,3198,8.5,8.4,26,12,145.9,27,-131,-4.9,1,2014
Jameis Winston,Florida State,ACC,13,305,467,65.3,3907,8.4,7.7,25,18,145.5,57,65,1.1,3,2014
Bo Wallace,Ole Miss,SEC,13,229,381,60.1,3194,8.4,7.9,22,14,142.2,121,199,1.6,5,2014
Gunner Kiel,Cincinnati,American,13,233,390,59.7,3254,8.3,8.4,31,13,149.4,63,142,2.3,1,2014
Cooper Rush,Central Michigan,MAC,13,243,382,63.6,3157,8.3,8.1,27,13,149.6,46,-51,-1.1,0,2014
Everett Golson,Notre Dame,Ind,13,256,427,60.0,3445,8.1,8.0,29,14,143.6,114,283,2.5,8,2014
Taylor Lamb,Appalachian State,Sun Belt,12,181,295,61.4,2381,8.1,7.9,17,9,142.1,78,483,6.2,4,2014
Cody Clements,UAB,CUSA,11,183,275,66.5,2227,8.1,7.8,14,8,145.6,91,160,1.8,4,2014
Brett Hundley,UCLA,Pac-12,13,271,392,69.1,3155,8.0,8.6,22,5,152.7,159,644,4.1,10,2014
Trevone Boykin,TCU,Big 12,13,301,492,61.2,3901,7.9,8.4,33,10,145.9,152,707,4.7,8,2014
Dylan Thompson,South Carolina,SEC,13,270,451,59.9,3574,7.9,8.0,26,11,140.6,67,-72,-1.1,4,2014
Kevin Hogan,Stanford,Pac-12,13,232,352,65.9,2792,7.9,8.0,19,8,145.8,91,295,3.2,5,2014
Jared Goff,California,Pac-12,12,316,509,62.1,3973,7.8,8.6,35,7,147.6,55,-44,-0.8,0,2014
Clint Trickett,West Virginia,Big 12,11,281,419,67.1,3285,7.8,7.6,18,10,142.3,42,-106,-2.5,1,2014
Tommy Armstrong Jr.,Nebraska,Big Ten,13,184,345,53.3,2695,7.8,7.5,22,12,133.0,145,705,4.9,6,2014
Chad Voytik,Pitt,ACC,13,176,287,61.3,2233,7.8,7.8,16,7,140.2,108,466,4.3,3,2014
Hutson Mason,Georgia,SEC,13,188,277,67.9,2168,7.8,8.7,21,4,155.7,43,3,0.1,4,2014
Shane Carden,East Carolina,American,13,392,617,63.5,4736,7.7,7.9,30,10,140.8,96,76,0.8,6,2014
Cody Sokol,Louisiana Tech,CUSA,14,260,448,58.0,3436,7.7,7.7,30,13,138.8,53,44,0.8,2,2014
Blake Frohnapfel,Massachusetts,MAC,10,241,437,55.1,3345,7.7,7.7,23,10,132.2,41,-84,-2.0,0,2014
Nick Arbuckle,Georgia State,Sun Belt,12,259,429,60.4,3283,7.7,6.9,23,17,134.4,73,10,0.1,2,2014
Joe Licata,Buffalo,MAC,11,224,345,64.9,2647,7.7,7.9,29,11,150.7,34,-6,-0.2,2,2014
Taylor Heinicke,Old Dominion,CUSA,12,289,457,63.2,3476,7.6,7.3,30,16,141.8,80,139,1.7,2,2014
Fredi Knighten,Arkansas State,Sun Belt,13,269,432,62.3,3277,7.6,8.0,24,7,141.1,211,779,3.7,11,2014
Austin Grammer,Middle Tennessee State,CUSA,12,221,338,65.4,2557,7.6,7.0,17,12,138.4,124,442,3.6,6,2014
Logan Woodside,Toledo,MAC,12,185,296,62.5,2263,7.6,7.7,19,8,142.5,52,78,1.5,3,2014
Taylor Kelly,Arizona State,Pac-12,10,165,278,59.4,2114,7.6,8.4,22,5,145.7,95,256,2.7,3,2014
Greg Ward Jr.,Houston,American,13,177,263,67.3,2010,7.6,7.4,12,7,141.2,118,573,4.9,6,2014
Mitch Leidner,Minnesota,Big Ten,12,122,237,51.5,1798,7.6,7.0,11,8,123.8,126,452,3.6,10,2014
Justin Holman,UCF,American,13,223,392,56.9,2952,7.5,7.1,23,14,132.4,112,189,1.7,3,2014
Christian Stewart,Brigham Young,Ind,11,199,348,57.2,2621,7.5,7.8,25,9,139.0,82,163,2.0,4,2014
Connor Halliday,Washington State,Pac-12,9,354,526,67.3,3873,7.4,7.6,32,11,145.0,29,-131,-4.5,0,2014
Colby Kirkegaard,Wyoming,MWC,12,206,359,57.4,2660,7.4,6.9,12,9,125.6,78,-110,-1.4,0,2014
Paxton Lynch,Memphis,American,13,259,413,62.7,3031,7.3,7.4,22,9,137.6,113,321,2.8,13,2014
Cyler Miles,Washington,Pac-12,12,219,329,66.6,2397,7.3,7.8,17,4,142.4,118,307,2.6,4,2014
Trevor Knight,Oklahoma,Big 12,10,179,316,56.6,2300,7.3,6.5,14,12,124.8,68,339,5.0,5,2014
Andrew Hendrix,Miami (OH),MAC,12,222,458,48.5,3280,7.2,7.3,23,9,121.3,157,324,2.1,6,2014
Marquise Williams,North Carolina,ACC,13,270,428,63.1,3073,7.2,7.2,21,9,135.4,193,783,4.1,13,2014
Blake Decker,UNLV,MWC,13,231,401,57.6,2886,7.2,5.9,15,18,121.4,147,366,2.5,5,2014
Jake Rudock,Iowa,Big Ten,12,213,345,61.7,2436,7.1,7.3,16,5,133.5,67,176,2.6,3,2014
Drew Hare,Northern Illinois,MAC,14,194,326,59.5,2322,7.1,8.0,18,2,136.3,159,900,5.7,8,2014
Tyler Murphy,Boston College,ACC,13,131,230,57.0,1623,7.1,6.2,13,10,126.2,181,1184,6.5,11,2014
Anthony Jennings,LSU,SEC,13,111,227,48.9,1611,7.1,6.7,11,7,118.3,108,292,2.7,0,2014
Anu Solomon,Arizona,Pac-12,14,313,540,58.0,3793,7.0,7.3,28,9,130.7,137,291,2.1,2,2014
Sean Mannion,Oregon State,Pac-12,12,282,453,62.3,3164,7.0,6.9,15,8,128.3,48,-306,-6.4,1,2014
Jacoby Brissett,North Carolina State,ACC,13,221,370,59.7,2606,7.0,7.7,23,5,136.7,124,529,4.3,3,2014
Joe Gray,San Jose State,MWC,11,210,330,63.6,2305,7.0,6.4,11,9,127.9,58,99,1.7,3,2014
Jaquez Johnson,Florida Atlantic,CUSA,11,182,315,57.8,2215,7.0,7.4,17,5,131.5,120,513,4.3,7,2014
Quinn Kaehler,San Diego State,MWC,13,169,307,55.0,2157,7.0,5.9,9,12,115.9,26,-105,-4.0,0,2014
Tyler Jones,Texas State,Sun Belt,12,195,300,65.0,2090,7.0,7.3,16,5,137.8,143,464,3.2,6,2014
Michael Cummings,Kansas,Big 12,12,137,244,56.1,1715,7.0,6.7,9,6,122.4,67,23,0.3,4,2014
Reggie Bell,Eastern Michigan,MAC,10,105,184,57.1,1297,7.0,6.6,9,6,125.9,133,562,4.2,4,2014
Patrick Towles,Kentucky,SEC,12,225,393,57.3,2718,6.9,6.6,14,9,122.5,145,303,2.1,6,2014
Travis Wilson,Utah,Pac-12,13,190,313,60.7,2170,6.9,7.4,18,5,134.7,114,309,2.7,5,2014
Nick Mullens,Southern Mississippi,CUSA,10,218,365,59.7,2470,6.8,6.3,12,9,122.5,49,39,0.8,0,2014
Brandon Silvers,Troy,Sun Belt,11,191,271,70.5,1836,6.8,7.1,11,3,138.6,100,196,2.0,5,2014
Mike White,South Florida,American,11,122,242,50.4,1639,6.8,6.1,8,7,112.4,29,-85,-2.9,0,2014
Chandler Whitmer,Connecticut,American,12,124,223,55.6,1522,6.8,6.2,11,8,122.0,76,56,0.7,2,2014
Dane Evans,Tulsa,American,12,256,462,55.4,3102,6.7,6.1,23,17,120.9,77,58,0.8,3,2014
Matt Linehan,Idaho,Sun Belt,11,221,378,58.5,2540,6.7,5.2,11,18,115.0,84,-57,-0.7,1,2014
Terrance Broadway,Louisiana,Sun Belt,13,216,342,63.2,2295,6.7,6.3,13,9,126.8,146,653,4.5,3,2014
Brandon Allen,Arkansas,SEC,13,190,339,56.0,2285,6.7,7.3,20,5,129.2,42,0,0.0,2,2014
Devin Gardner,Michigan,Big Ten,12,174,283,61.5,1896,6.7,5.0,10,15,118.8,98,258,2.6,4,2014
James Knapke,Bowling Green State,MAC,14,280,483,58.0,3173,6.6,6.1,15,12,118.4,67,136,2.0,2,2014
C.J. Brown,Maryland,Big Ten,13,189,354,53.4,2288,6.5,5.9,13,10,114.2,161,539,3.3,8,2014
Jameill Showers,UTEP,CUSA,13,159,286,55.6,1858,6.5,6.4,12,6,119.8,93,312,3.4,4,2014
Reilly O'Toole,Illinois,Big Ten,13,122,206,59.2,1344,6.5,5.7,10,8,122.3,95,263,2.8,1,2014
Sefo Liufau,Colorado,Pac-12,12,325,498,65.3,3200,6.4,6.2,28,15,131.8,69,136,2.0,0,2014
Tyler Rogers,New Mexico State,Sun Belt,12,268,436,61.5,2779,6.4,4.9,19,23,118.8,69,200,2.9,2,2014
Maty Mauk,Missouri,SEC,14,221,414,53.4,2648,6.4,6.2,25,13,120.8,108,373,3.5,2,2014
Andrew McNulty,North Texas,CUSA,10,110,202,54.5,1295,6.4,5.4,6,7,111.2,42,54,1.3,2,2014
Pete Thomas,Louisiana-Monroe,Sun Belt,12,254,416,61.1,2608,6.3,6.3,12,5,120.8,96,-21,-0.2,2,2014
Tyrone Swoopes,Texas,Big 12,13,224,384,58.3,2409,6.3,5.7,13,11,116.5,108,262,2.4,4,2014
Brandon Bridge,South Alabama,Sun Belt,11,160,307,52.1,1927,6.3,6.1,15,8,115.8,101,297,2.9,4,2014
Cole Stoudt,Clemson,ACC,13,191,302,63.2,1892,6.3,5.4,9,10,119.1,69,93,1.3,1,2014
Greyson Lambert,Virginia,ACC,9,154,261,59.0,1632,6.3,5.1,10,11,115.7,35,-6,-0.2,2,2014
Christian Hackenberg,Penn State,Big Ten,13,270,484,55.8,2977,6.2,5.3,12,15,109.4,93,-94,-1.0,0,2014
Cody Fajardo,Nevada,MWC,13,239,405,59.0,2498,6.2,5.8,18,11,120.1,177,1046,5.9,13,2014
Colin Reardon,Kent State,MAC,11,228,400,57.0,2466,6.2,5.1,14,16,112.3,59,148,2.5,2,2014
Michael Brewer,Virginia Tech,ACC,13,262,441,59.4,2692,6.1,5.4,18,15,117.4,80,-5,-0.1,2,2014
Brian Burrell,Fresno State,MWC,14,252,432,58.3,2620,6.1,5.2,22,18,117.8,110,360,3.3,3,2014
Ikaika Woolsey,Hawaii,MWC,13,210,416,50.5,2538,6.1,5.3,13,13,105.8,110,203,1.8,1,2014
P.J. Walker,Temple,American,12,203,381,53.3,2317,6.1,5.0,13,15,107.8,106,324,3.1,3,2014
Alex McGough,Florida International,CUSA,12,138,274,50.4,1680,6.1,5.5,14,10,111.4,97,92,0.9,4,2014
J.D. Sprague,Ohio,MAC,10,98,202,48.5,1236,6.1,5.3,3,5,99.9,65,264,4.1,3,2014
Anthony Boone,Duke,ACC,13,255,453,56.3,2700,6.0,6.0,19,8,116.7,94,375,4.0,5,2014
Sam B. Richardson,Iowa State,Big 12,11,254,451,56.3,2669,5.9,5.8,18,9,115.2,125,421,3.4,3,2014
Tanner Lee,Tulane,American,10,185,336,55.1,1962,5.8,4.7,12,14,107.6,36,-125,-3.5,0,2014
Kyle Pohl,Akron,MAC,10,208,383,54.3,2189,5.7,5.2,9,8,105.9,46,18,0.4,1,2014
Trevor Siemian,Northwestern,Big Ten,11,228,392,58.2,2214,5.6,4.7,7,11,105.9,68,-123,-1.8,5,2014
John Wolford,Wake Forest,ACC,12,214,367,58.3,2037,5.6,4.5,12,14,108.1,104,-151,-1.5,0,2014
Jeff Driskel,Florida,SEC,9,114,212,53.8,1140,5.4,4.1,9,10,103.5,69,180,2.6,4,2014
Austin Appleby,Purdue,Big Ten,10,144,272,52.9,1449,5.3,4.2,10,11,101.7,61,198,3.2,5,2014
Garrett Krstich,SMU,American,10,99,181,54.7,855,4.7,3.2,2,7,90.3,40,81,2.0,0,2014
Vernon Adams,Oregon,Pac-12,10,168,259,64.9,2643,10.2,11.2,26,6,179.1,83,147,1.8,2,2015
Brandon Doughty,Western Kentucky,CUSA,14,388,540,71.9,5055,9.4,10.4,48,9,176.5,27,-122,-4.5,1,2015
Baker Mayfield,Oklahoma,Big 12,13,269,395,68.1,3700,9.4,10.4,36,7,173.3,141,405,2.9,7,2015
Kevin Hogan,Stanford,Pac-12,14,206,304,67.8,2867,9.4,10.0,27,8,171.0,85,336,4.0,6,2015
Brandon Allen,Arkansas,SEC,13,244,370,65.9,3440,9.3,9.9,30,8,166.5,56,107,1.9,1,2015
Nick Arbuckle,Georgia State,Sun Belt,13,307,486,63.2,4368,9.0,9.0,28,12,152.7,61,-95,-1.6,6,2015
Jeff Driskel,Louisiana Tech,CUSA,13,281,450,62.4,4033,9.0,9.4,27,8,154.0,92,323,3.5,5,2015
Trevone Boykin,TCU,Big 12,11,257,396,64.9,3575,9.0,9.5,31,10,161.5,123,612,5.0,9,2015
Zach Terrell,Western Michigan,MAC,13,262,391,67.0,3510,9.0,9.4,29,9,162.3,77,107,1.4,3,2015
Jared Goff,California,Pac-12,13,341,529,64.5,4719,8.9,9.4,43,13,161.3,56,-8,-0.1,0,2015
Dane Evans,Tulsa,American,13,305,485,62.9,4332,8.9,9.2,25,8,151.6,96,-9,-0.1,2,2015
Mason Rudolph,Oklahoma State,Big 12,13,264,424,62.3,3770,8.9,8.9,21,9,149.1,67,-35,-0.5,1,2015
Chad Kelly,Ole Miss,SEC,13,298,458,65.1,4042,8.8,8.9,31,13,155.9,107,500,4.7,10,2015
Gunner Kiel,Cincinnati,American,10,206,316,65.2,2777,8.8,8.4,19,11,151.9,32,27,0.8,2,2015
Matt Johnson,Bowling Green State,MAC,14,383,569,67.3,4946,8.7,9.7,46,8,164.2,113,159,1.4,4,2015
Nate Sudfeld,Indiana,Big Ten,12,247,412,60.0,3573,8.7,9.2,27,7,151.0,46,61,1.3,5,2015
Nick Mullens,Southern Mississippi,CUSA,14,331,521,63.5,4476,8.6,9.0,38,12,155.2,43,-92,-2.1,3,2015
Marquise Williams,North Carolina,ACC,14,219,357,61.3,3072,8.6,8.7,24,10,150.2,158,948,6.0,13,2015
DeShone Kizer,Notre Dame,Ind,13,211,335,63.0,2884,8.6,8.5,21,10,150.0,134,520,3.9,10,2015
Paxton Lynch,Memphis,American,13,296,443,66.8,3776,8.5,9.4,28,4,157.5,87,239,2.7,2,2015
Deshaun Watson,Clemson,ACC,15,333,491,67.8,4104,8.4,8.6,35,13,156.3,207,1105,5.3,12,2015
Taylor Lamb,Appalachian State,Sun Belt,13,170,283,60.1,2387,8.4,9.2,31,9,160.7,85,436,5.1,5,2015
Brad Kaaya,Miami (FL),ACC,12,239,390,61.3,3242,8.3,8.6,16,5,142.1,30,-119,-4.0,2,2015
Quinton Flowers,South Florida,American,13,163,276,59.1,2296,8.3,8.6,22,8,149.4,191,991,5.2,12,2015
Brent Stockstill,Middle Tennessee State,CUSA,13,327,490,66.7,4005,8.2,8.6,30,9,151.9,60,37,0.6,2,2015
Greg Ward Jr.,Houston,American,14,232,345,67.2,2828,8.2,8.4,17,6,148.9,198,1108,5.6,21,2015
Blake Decker,UNLV,MWC,9,120,209,57.4,1713,8.2,7.6,12,8,137.6,47,127,2.7,1,2015
Patrick Mahomes,Texas Tech,Big 12,13,364,573,63.5,4653,8.1,8.2,36,15,147.2,131,456,3.5,10,2015
Anu Solomon,Arizona,Pac-12,11,205,330,62.1,2667,8.1,8.6,20,5,147.0,67,198,3.0,3,2015
Cameron Coffman,Wyoming,MWC,9,152,241,63.1,1951,8.1,7.7,18,10,147.4,45,-118,-2.6,0,2015
Dak Prescott,Mississippi State,SEC,13,316,477,66.2,3793,8.0,8.7,29,5,151.0,160,588,3.7,10,2015
Jake Browning,Washington,Pac-12,12,233,368,63.3,2955,8.0,7.7,16,10,139.7,65,35,0.5,1,2015
Cooper Rush,Central Michigan,MAC,13,324,489,66.3,3848,7.9,7.9,25,11,144.7,63,48,0.8,3,2015
Cody Kessler,USC,Pac-12,14,298,446,66.8,3536,7.9,8.5,29,7,151.7,61,-149,-2.4,4,2015
Jake Coker,Alabama,SEC,15,263,393,66.9,3110,7.9,8.1,21,8,147.0,74,68,0.9,2,2015
Brett Rypien,Boise State,MWC,11,273,430,63.5,3353,7.8,7.9,20,8,140.6,40,-72,-1.8,1,2015
Skyler Howard,West Virginia,Big 12,13,221,403,54.8,3145,7.8,7.5,26,14,134.7,157,502,3.2,6,2015
Jake Rudock,Michigan,Big Ten,13,249,389,64.0,3017,7.8,7.7,20,9,141.5,58,166,2.9,4,2015
C.J. Beathard,Iowa,Big Ten,14,223,362,61.6,2809,7.8,8.1,17,5,139.5,100,237,2.4,6,2015
Kyle Allen,Texas A&M,SEC,11,160,283,56.5,2210,7.8,7.9,17,7,137.0,65,102,1.6,2,2015
Brandon Harris,LSU,SEC,12,149,277,53.8,2165,7.8,7.8,13,6,130.6,67,226,3.4,4,2015
Connor Cook,Michigan State,Big Ten,13,229,408,56.1,3131,7.7,8.1,24,7,136.6,52,56,1.1,0,2015
Matt Linehan,Idaho,Sun Belt,11,248,391,63.4,2992,7.7,7.2,16,11,135.6,91,234,2.6,5,2015
Nick Stevens,Colorado State,MWC,13,211,347,60.8,2679,7.7,7.4,21,12,138.7,45,36,0.8,3,2015
Greyson Lambert,Georgia,SEC,12,162,256,63.3,1959,7.7,8.2,12,2,141.5,29,-39,-1.3,1,2015
John Wolford,Wake Forest,ACC,11,142,233,60.9,1791,7.7,6.3,9,11,128.8,73,67,0.9,3,2015
Tanner Mangum,Brigham Young,Ind,13,267,446,59.9,3377,7.6,7.6,23,10,136.0,63,-96,-1.5,2,2015
Josh Rosen,UCLA,Pac-12,13,292,487,60.0,3670,7.5,7.5,23,11,134.3,37,15,0.4,2,2015
Tommy Armstrong Jr.,Nebraska,Big Ten,12,222,402,55.2,3030,7.5,6.8,22,16,128.6,98,400,4.1,7,2015
Justin Thomas,Georgia Tech,ACC,12,75,180,41.7,1345,7.5,6.9,13,8,119.4,145,488,3.4,6,2015
Phillip Ely,Toledo,MAC,12,226,403,56.1,2965,7.4,7.4,23,10,131.8,26,16,0.6,1,2015
Driphus Jackson,Rice,CUSA,12,185,316,58.5,2348,7.4,7.6,18,7,135.3,109,161,1.5,3,2015
Bryant Shirreffs,Connecticut,American,12,168,279,60.2,2078,7.4,6.8,9,8,127.7,154,503,3.3,3,2015
Perry Orth,South Carolina,SEC,12,143,261,54.8,1929,7.4,6.8,12,9,125.1,53,138,2.6,2,2015
Lamar Jackson,Louisville,ACC,12,135,247,54.7,1840,7.4,7.0,12,8,126.8,163,960,5.9,11,2015
Mike Bercovici,Arizona State,Pac-12,13,319,532,60.0,3861,7.3,7.6,30,9,136.2,109,84,0.8,6,2015
Joel Stave,Wisconsin,Big Ten,13,225,370,60.8,2687,7.3,6.5,11,11,125.7,33,-123,-3.7,1,2015
Nathan Peterman,Pitt,ACC,13,193,314,61.5,2287,7.3,7.4,20,8,138.6,85,232,2.7,1,2015
Chris Laviano,Rutgers,Big Ten,12,187,307,60.9,2247,7.3,6.6,16,12,131.8,65,-38,-0.6,0,2015
Kenny Potter,San Jose State,MWC,11,182,270,67.4,1984,7.3,7.3,15,7,142.3,114,415,3.6,7,2015
